time,opt_s,opt_payoff,s_median,s_lerror,s_herror,Vbar,T,aleph,init_sens,n,init_soc_v,λ,strategies,mu_soc_v,t,seed
10,0.0,0.0,0.3952143553417341,0.2018882027173756,0.20371392992496384,0.959917463096652,1000,0.2,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.4618608569988638,0.2048906014483014,0.2467376912856596,0.9331209749806834,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.4183938028264697,0.19636444918715187,0.19881086349372762,0.9752443795498096,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.4104252675942272,0.2005533970513085,0.19653263643144475,0.9758221901243205,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.4080075608312371,0.19406558585236802,0.19764442625524836,0.9764489294967542,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.4029359664279515,0.19791888714564235,0.20018553687408047,0.9662843165870887,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.40284446526393436,0.19325776582191231,0.19814138117522861,0.9759765800479282,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.4044821512906026,0.2018906425628559,0.19603641346969802,0.9728641876452373,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.4071036278502004,0.19819068179896787,0.19473476499212294,0.9773307988589731,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.4083892720545066,0.20233010173663565,0.19420885207512728,0.978125812605206,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.40466660907145385,0.2003836457698779,0.196902504151433,0.9750074668315434,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.4013832776732157,0.19497012236291858,0.2015806580922186,0.9685100288763496,1000,0.25,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.4757555185493303,0.19679128696257242,0.2330270809448972,0.9595396821997475,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.4247123224880802,0.19271711948823475,0.1974724746817481,0.9826913643898624,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.42011542994763484,0.20125537830983223,0.18990235395438537,0.9837356431897767,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.4132152651472201,0.20066749452227103,0.19507589817947274,0.979411481870235,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.41351702449564176,0.19055809030731083,0.19242326857611824,0.9891184949511155,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.4070548249694451,0.20300704881746193,0.19962500392346239,0.9796912941580715,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.41311941757848814,0.18600250256101744,0.18947282431916213,0.9926997203219344,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.41182979742293613,0.19651146765005817,0.1949216484318682,0.9831293490965413,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.413501783045082,0.19934089283186626,0.19149570694043994,0.9836043658930955,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.41383101349849305,0.20232844864184102,0.19194311805238728,0.9866517584142815,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.41449911092854036,0.19799303404419893,0.19197439479165762,0.9825448641495728,1000,0.3,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.4940419736004604,0.20340788039582475,0.21469278399731384,0.9819916965641466,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.44036594574570775,0.1972342395207272,0.18623775379715402,0.9995547665414496,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.42691280444926266,0.19470304893050178,0.18771994146809828,0.9992576833481652,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.42319515702076754,0.19416912625023364,0.18850554257414104,0.9956937571957951,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.4258859053789684,0.1923823730136258,0.18305920572887424,0.9985431662825489,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.42126894583858,0.189994532427957,0.18734920621078643,0.9984514155748558,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.42686740675520796,0.18777711533681132,0.17960516855531428,1.006904836066696,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.4286036877395787,0.18676018884292658,0.18075446880513957,1.0056003793823887,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.4245904660845806,0.19970603790984814,0.18579525603681846,1.0030515073555453,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.4264257900607603,0.20476851112381195,0.18346136417061776,0.9994664591069342,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.42944527321896636,0.19123481750446164,0.18096807388210429,1.0029452943456199,1000,0.35,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.4977487163687613,0.19930688567298904,0.2110211041342025,0.9890207855514545,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.44962761027668136,0.19369728992764407,0.17878539815545708,1.0158760502375275,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.4394307675873765,0.19495227390792197,0.17758178830825416,1.015419593868882,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.4341588429472193,0.19149683168264162,0.18078200373228037,1.0111511734722884,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.43348678281511077,0.18809267782720876,0.1780739418622792,1.0162427220908852,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.4349833764550032,0.19352139194167997,0.17652048308214507,1.019589397192476,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.4345556376729147,0.18631530508787367,0.1776820374881014,1.0181383976507796,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.4327422571313927,0.1853952983068183,0.18034773177169816,1.01363146161093,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.4339279803793408,0.18523071548026432,0.1781003122181642,1.0163473970911923,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.43775442744307635,0.18785925761561534,0.17618632278383295,1.0165857146981163,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.4421396751679595,0.19043407569439164,0.17360494757131795,1.0243911378872332,1000,0.4,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5078270630492316,0.19848766819378377,0.2010403320848103,1.0039345044657362,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.4582090954741227,0.1883248939280005,0.17330794680984152,1.0262519871983882,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.4455283331059078,0.18677475717171516,0.17567953618254895,1.0206344867044765,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.4431122205648752,0.18600105858694077,0.17546432683302504,1.0157245886998951,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.4446430589149192,0.19012387600608144,0.17091611522693195,1.022451947105992,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.44236121441995213,0.18897103351362088,0.1735761135813455,1.0283673512591491,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.44261158294061653,0.18407604676098938,0.17274037321754565,1.024238527573279,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.4425016702479113,0.1844151551730734,0.1746379521750847,1.0189849130018813,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.44122590258287,0.18258819137873866,0.1746276538314936,1.0256039967426653,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.44599153814459475,0.18708420025769235,0.1711706229341296,1.0278037276605017,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.44543509949936383,0.1949201815201324,0.17141761783807646,1.031437039722544,1000,0.45,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5139455583946864,0.19771749258110394,0.19533569430442022,1.0142562553862142,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.46221689835736435,0.18528604176678326,0.1728344791579689,1.0264708564605673,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.45140089647026993,0.18435299468263178,0.16986159052085525,1.0307042644697322,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.450059250515371,0.18423633836866748,0.16964553129460014,1.0241370721476548,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.44825645512126727,0.1850551573763442,0.1695140272070747,1.0272482095373037,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.4499260426985252,0.18401466749760048,0.16846001645663877,1.0378569815156986,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.4495483928602746,0.18771035488596444,0.16713299337312904,1.033422776663104,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.44965472715110655,0.17777352254246986,0.16842890804202237,1.0278670139570043,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.445061921281079,0.18563594429529656,0.1719176157868798,1.029736918010516,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.44782116024732155,0.18406677429230728,0.17057720018204847,1.0279301450292402,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.44833059961942145,0.1913327149585785,0.16967480998754225,1.0322520681579963,1000,0.5,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5225018854602657,0.19552098755263342,0.18677936723884092,1.0291345680192983,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.4669822395672556,0.18088301679114788,0.1702342168849359,1.03384872721321,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.4579426409231684,0.18801418978991968,0.16502276338962552,1.0379785690674228,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.45550230859496976,0.17787980127946718,0.1670777907771268,1.0333953660527007,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.45452357595552534,0.1837672367776378,0.16568031598678196,1.0344961257457463,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.4589570849909287,0.1848771211557616,0.16025733463077663,1.045649853031799,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.45571085106454123,0.1849868523734869,0.16373775959943204,1.0419506338669884,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.4565960920379941,0.1760693930848078,0.16329456614702142,1.0378219038507575,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.45515322389783486,0.1807657703331928,0.16434057757703824,1.0394211604714512,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.4551694875759369,0.18287217809578987,0.1651614940886046,1.0334364890548142,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.4557267731172905,0.1883447608576801,0.1658002155084063,1.0399065617666405,1000,0.55,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5272607053719507,0.19265716165605967,0.18199877873823744,1.0386005930562834,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.47693963264487765,0.18070918743812375,0.16228556804343658,1.0441593600870445,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.46856220227993467,0.18571551857690005,0.15976641398667174,1.050191390953834,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.46555091691693995,0.181854494840389,0.16012607006030388,1.0463117262242232,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.46636607240222727,0.18607151060676458,0.15736302948831837,1.0516344698512614,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.4641604212053247,0.18287468053096656,0.15958313995785128,1.0527739685286222,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.4662896879591532,0.17934683159835124,0.1555617082693514,1.0607399584983255,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.4648020960171395,0.17456997870291469,0.15942277941134952,1.0519063023803925,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.46454597637569106,0.18076614686061326,0.15882771624367886,1.056877488565505,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.4623330641630263,0.1805710931431786,0.1639831132126794,1.043737652643581,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.46452385070155805,0.1792580238213471,0.15812604308221107,1.0510585347249,1000,0.6,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5328115751113605,0.18995337891535757,0.1765652626158316,1.0461935409816863,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.5003208202244513,0.19485162455888194,0.14722778942458037,1.1221512995715524,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.5011264410825633,0.19595501020455652,0.1431518580326665,1.1284468261507716,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.5018672339096034,0.20056305306429334,0.1425658918652083,1.1245861747207715,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.4981338754706446,0.19452225066307993,0.14555133779324902,1.1297996710863767,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.5001614411815959,0.19360247853044038,0.14189002612714785,1.1314671524688038,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.5087727069195354,0.1927614985496568,0.1344688970068213,1.1411240502807514,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.5057439325096491,0.19217772567829278,0.13985694330582743,1.1346511934823016,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.508272489881072,0.19582465453184356,0.136721327489583,1.1387801674510558,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.5004815061208773,0.1928122926935129,0.14478701601493138,1.1242106135237486,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.5021500779576568,0.19565603785838925,0.14131224645575713,1.133179524600556,1000,0.65,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5402007922480775,0.1970999071388284,0.17132733046598347,1.0741985040101623,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.5358069126781626,0.18329948493543347,0.11490175865042374,1.1794203096353137,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.5368276769770335,0.1933097339743945,0.11928298106254753,1.1739413755566326,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.5403542527490195,0.18474767780254897,0.11713945955829164,1.1776831436356507,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.5386839241437724,0.18894042855005844,0.11715896613272847,1.1733992264607465,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.5380477268100552,0.18603885190417963,0.11824234799094968,1.1745569607719957,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.5428710207215374,0.18658158128117114,0.11302650866188113,1.1796407214131952,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.5394473775474892,0.1880676382255636,0.11649028676260142,1.1773582115556036,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.5410275630432184,0.19303795372696692,0.11465435231942445,1.1770430046891769,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.5391594407559859,0.1865525164898837,0.11687749004811276,1.176866496120816,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.5418313609374334,0.185564383979964,0.11506016331669977,1.179863091828676,1000,0.7,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5784345935996247,0.1909732595412703,0.13522805924136305,1.1632241695152303,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.5578192151355998,0.18667101143847892,0.10967183020611637,1.1927987135692684,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.5526924785627724,0.18522805762276523,0.1118809354358441,1.1883371306452153,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.5508348667641667,0.1821950533546809,0.11097278496103313,1.1908606365170937,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.5459506396911084,0.1798650692421238,0.11397893486248234,1.1847967294614963,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.5474139046469224,0.18120996343158158,0.11187982234579719,1.1871499115382265,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.5510141592250253,0.1869043638320093,0.1084107981034731,1.1926229915272506,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.5473534859828691,0.18193168563609996,0.11167688610321702,1.1881010883156864,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.5529366118494905,0.18128062049719962,0.10625886049951128,1.1924731816567313,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.5446110400390264,0.1844158651888751,0.11689357294945579,1.1840512956930487,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.5526719655585293,0.17818626247348512,0.10696971530640831,1.1944384909696828,1000,0.75,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.5949170337464091,0.18962254001093265,0.12067604361495865,1.1883745056273092,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.5752597106171493,0.18395840850481132,0.09931671290142718,1.20645691771395,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.5689110068120168,0.18584308992422777,0.10100104350577876,1.2023904919382282,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.5732648695995083,0.17942417790207932,0.09646115741178485,1.2083426206225245,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.568376319961515,0.1825753338425174,0.0995393916666667,1.2032538355312787,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.579008518940239,0.1893397404349052,0.0895049366374393,1.2103065140366993,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.5738285198835287,0.18376156312595737,0.09550657616879443,1.207465540508693,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.570866054756599,0.18631715239912439,0.09699059751270955,1.208916096278265,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.5785115500520237,0.18447814594266698,0.08914202883640743,1.2121169128949325,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.572400446253593,0.18586315788910257,0.09700339289984983,1.2075387746107882,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.5762446878807328,0.1887262865999627,0.09412572243435047,1.2114314614258435,1000,0.8,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.6100793554268615,0.1821889343995361,0.10731937904402766,1.2076433595753453,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.618536133919471,0.19221848588188156,0.06425194699999359,1.2376441901047948,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.6125967550004325,0.19119774475206364,0.06959271989297156,1.2320088953785098,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.6105952103845342,0.19218965591943338,0.06993361235347206,1.2324005882466647,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.6140187107674062,0.19481849547600832,0.06605771973374008,1.2345258039562215,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.61708016004662,0.18903112309718767,0.06330121412479373,1.2373335532461687,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.6175238773201183,0.1912924843109518,0.06409722545695595,1.235794559830384,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.6175057839712002,0.1888416671965944,0.06291685204798403,1.2380798129583563,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.6125887210950356,0.19098144571650005,0.06782319176519791,1.2341249501049945,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.612474599655453,0.1955019070706085,0.06792836494577237,1.2345221290713921,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.620098884865895,0.19253843756149513,0.06079626949502848,1.2409709087493728,1000,0.85,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.6520998727699459,0.18787182728602042,0.07054177526791927,1.2434462951258363,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.6494217411946359,0.1869727547843193,0.04381120143968131,1.2585008603691512,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.6490851627959016,0.191445625402499,0.04285357094497755,1.2573066944515343,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.6478456019021319,0.19043092365217212,0.04448187724812025,1.2583654311842773,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.6504198035337987,0.18689087371110713,0.04188025654334493,1.2595979485196487,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.6498866697331456,0.18451521218376044,0.04115280173903202,1.2607974318141704,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.6488557616147075,0.18848991385926617,0.04213917385613808,1.2583890686536396,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.6494502510134091,0.18489603211793554,0.04139531875600799,1.2605281966134958,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.6504214090017699,0.18477459294188686,0.04133135133896115,1.2597449718169684,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.6499900470637543,0.1899109207179946,0.04243424491946579,1.2585101238996859,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.6458483580105465,0.19413807618718232,0.046054462655989115,1.2569639362595542,1000,0.9,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.6961346692110479,0.1718595498980905,0.033704529400148564,1.2838490558046343,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
1,0.0,0.0,0.6833783314309778,0.15693175424588912,0.024923108512459824,1.2894872250882576,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
2,0.0,0.0,0.6810931247304093,0.1610471044976033,0.02563580495159612,1.2878664841900695,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
3,0.0,0.0,0.6823710280870632,0.16243313283983152,0.024755035059336183,1.2883463729936782,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
4,0.0,0.0,0.6805377564360457,0.1500854658655214,0.024449471352823604,1.290958549229549,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
5,0.0,0.0,0.6816532882905686,0.15059687706133806,0.02412081736382199,1.2928624050616508,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
6,0.0,0.0,0.6817757065446278,0.159781535566632,0.02577116082557196,1.287710953902127,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
7,0.0,0.0,0.6808943349919023,0.14848451153378261,0.023120677132119738,1.2944945617343162,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
8,0.0,0.0,0.681883983352048,0.15033816304149172,0.024179763647530828,1.2894363777418882,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
9,0.0,0.0,0.6835407529303184,0.1576535443709549,0.02452131255615131,1.2916705301517524,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
10,0.0,0.0,0.6830501616288005,0.15213726692218277,0.024269849673153487,1.291934496435233,1000,0.95,0.1,25,0.3,6.0,UB,0.0,25,2
0,0.0,0.0,0.437226936577563,0.20358276519794333,0.2713572133828736,0.8781341135881673,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
1,0.0,0.0,0.3387859045235595,0.19761627988043104,0.25172843064664274,0.8915885788149301,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
2,0.0,0.0,0.316286085533626,0.19750299333255522,0.2450654213371719,0.8894991434961111,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
3,0.0,0.0,0.30901523796987124,0.19625109684250275,0.2459523313183501,0.8867965728438186,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
4,0.0,0.0,0.31430753483850704,0.19311736951956288,0.2377962073553287,0.8960579088203007,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
5,0.0,0.0,0.3186703101009381,0.1913795106327462,0.23489238197738144,0.9022275744954651,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
6,0.0,0.0,0.3181795011926079,0.19513151687112223,0.2359625648575791,0.898950516209422,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
7,0.0,0.0,0.31836522696661107,0.19371327207701375,0.23710648492984732,0.8978729445370489,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
8,0.0,0.0,0.3207047460850232,0.19598153896559956,0.23236924194142394,0.8984789318223447,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
9,0.0,0.0,0.3186319407210526,0.19442262657568882,0.23579761324550852,0.8994176263051871,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
10,0.0,0.0,0.3133981040060158,0.1953603567652043,0.24243337732254705,0.8929787702186666,1000,0.05,0.1,25,0.35,6.0,UB,0.0,25,2
0,0.0,0.0,0.4364542207633525,0.20634766494140655,0.27225216367104055,0.8824099269201081,1000,0.1,0.1,25,0.35,6.0,UB,0.0,25,2
1,0.0,0.0,0.3520727795098627,0.19062817520622058,0.2380586415049526,0.9161702399795733,1000,0.1,0.1,25,0.35,6.0,UB,0.0,25,2
