time,Vbar,soc_h_median,soc_h_lerror,soc_h_herror,soc_v_median,soc_v_lerror,soc_v_herror,sens_median,sens_lerror,sens_herror,freq_ub,freq_pb,s_mean,s_median,s_lerror,s_herror,s_ltail,s_htail,s_end_mean,s_end_median,s_end_lerror,s_end_herror,s_young_mean,s_young_median,s_young_lerror,s_young_herror,s_child_mean,s_child_median,s_child_lerror,s_child_herror,sbar,mean_increment,concentration,concentration_lerror,concentration_herror,T,aleph,strategies,seed
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.3,UB&PB,45069
2500,0.9623048434271039,0.13781134931154781,0.06075870113708893,0.24844850630518525,0.7636741797641299,0.6336913240436363,0.8760215472467706,0.39647407112173044,0.2582854723472963,0.5642710724878756,0.969790334044065,0.030209665955934554,0.05843166218247184,0.03355570312761713,0.0015741244950501045,0.09920848021450311,9.476848083743644e-6,0.1841630965471627,0.08086212338269741,0.05696030621846501,0.00032716314308713865,0.13662422824298565,0.056120697345309764,0.046570121414882766,0.011960337540421183,0.08538363328682073,0.41883153555768465,0.42509744792931775,0.35126030583284285,0.49373715894613807,0.05165630371183382,1.0941823258869623,3537.1284743399915,3037.3624672831206,4048.0312238660276,500,0.3,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.35,UB&PB,45069
2500,0.9498796124444817,0.15929857998108793,0.08337482835719846,0.2699050396724458,0.6337055350627878,0.5044473912347249,0.757148406600699,0.38282888339579585,0.24843047120802553,0.5414923676840576,0.9720739161336187,0.027926083866382376,0.10051245035173118,0.07720030801363371,0.006240417303420651,0.16655194189827194,0.00011189541918242144,0.28753608390934265,0.1343025905926275,0.11610255662880865,0.008450738983827732,0.21720443394485386,0.1120268634989186,0.10991638099651799,0.055572115444999036,0.15777721410960574,0.41822324562813534,0.42344697656167846,0.35945208154710756,0.48354946307211566,0.20038232706793263,0.8153796580637628,2779.8316014406955,2335.4246900968956,3221.0994127171994,500,0.35,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.4,UB&PB,45069
2500,0.9326035564122662,0.07787938229546229,0.0334716552164189,0.1445344026561939,0.26153137293115514,0.17573581316836365,0.3669357371783469,0.6331333157025424,0.5523595552248093,0.7238975440324107,0.9795152807391619,0.020484719260838714,0.19902200414320845,0.172246103023507,0.027982110979856305,0.3219034171874793,0.0005104495724125125,0.529544142540084,0.25969881777994,0.24154648675351706,0.0625369404366371,0.40690028724098687,0.2564919997701293,0.257000998140436,0.18613627970677116,0.32388612727592386,0.42023538959658235,0.4334809431265935,0.3194867572297047,0.5343332474332054,0.22719478312526703,0.7413070448223485,981.3346952831754,800.1319791758361,1206.09935482017,500,0.4,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.45,UB&PB,45069
2500,0.949830260842539,0.12286369506268835,0.0548183631137233,0.21333209241819506,0.3810971752597332,0.29688089747533186,0.46879170935544967,0.6388026066640606,0.5103449966612789,0.7513277219697603,0.9743205401563618,0.025679459843638962,0.18081152343029624,0.1597885433146468,0.03273287606787171,0.2878491316701064,0.0005768157123088042,0.46938571596131795,0.23244914309184062,0.21609896794683925,0.06557801685320892,0.36164502737757326,0.22624822028950553,0.22419999827857076,0.16332844401725669,0.28460453107944256,0.4195337046415986,0.42949715556926105,0.33602926548438244,0.5134712427493535,0.1928047054049978,0.7000690589576982,1701.8077221592935,1443.3592367797953,1992.809471168869,500,0.45,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.5,UB&PB,45069
2500,0.9453559179601644,0.08301728006701406,0.0382926250018662,0.14318289504367643,0.11658067864229558,0.06659306680636184,0.17921669900795956,0.7666831668870254,0.6317752916251123,0.8853141795692061,0.9788542999289265,0.021145700071073185,0.25981899274155357,0.24057325436965848,0.05702923634942598,0.40927708465397944,0.001024943190379025,0.6496669927099035,0.32663653470051995,0.3137221832074307,0.10851456157075616,0.5047020124979911,0.3379348874907873,0.34250328568715366,0.2662924251034212,0.41212732999124607,0.41985518255650234,0.4317117898589493,0.32518473883538596,0.5256512858497605,0.2627025922981487,0.7538547060509624,668.7679584035476,579.4203598361177,788.3010071887513,500,0.5,UB&PB,45069
